fecha,cantidad_vendida,sku
2020-08-10,prediccion_tu_modelo,articulo2
2020-08-11,prediccion_tu_modelo,articulo2
2020-08-12,prediccion_tu_modelo,articulo2
2020-08-13,prediccion_tu_modelo,articulo2
2020-08-14,prediccion_tu_modelo,articulo2
2020-08-15,prediccion_tu_modelo,articulo2
2020-08-16,prediccion_tu_modelo,articulo2
2020-08-17,prediccion_tu_modelo,articulo2
2020-08-18,prediccion_tu_modelo,articulo2
2020-08-19,prediccion_tu_modelo,articulo2
2020-08-20,prediccion_tu_modelo,articulo2
2020-08-21,prediccion_tu_modelo,articulo2
2020-08-22,prediccion_tu_modelo,articulo2
2020-08-23,prediccion_tu_modelo,articulo2
2020-08-24,prediccion_tu_modelo,articulo2
2020-08-25,prediccion_tu_modelo,articulo2
2020-08-26,prediccion_tu_modelo,articulo2
2020-08-27,prediccion_tu_modelo,articulo2
2020-08-28,prediccion_tu_modelo,articulo2
2020-08-29,prediccion_tu_modelo,articulo2
2020-08-30,prediccion_tu_modelo,articulo2
2020-08-31,prediccion_tu_modelo,articulo2
2020-09-01,prediccion_tu_modelo,articulo2
2020-09-02,prediccion_tu_modelo,articulo2
2020-09-03,prediccion_tu_modelo,articulo2
2020-09-04,prediccion_tu_modelo,articulo2
2020-09-05,prediccion_tu_modelo,articulo2
2020-09-06,prediccion_tu_modelo,articulo2
2020-09-07,prediccion_tu_modelo,articulo2
2020-09-08,prediccion_tu_modelo,articulo2
2020-09-09,prediccion_tu_modelo,articulo2
2020-09-10,prediccion_tu_modelo,articulo2
2020-09-11,prediccion_tu_modelo,articulo2
2020-09-12,prediccion_tu_modelo,articulo2
2020-09-13,prediccion_tu_modelo,articulo2
2020-09-14,prediccion_tu_modelo,articulo2
2020-09-15,prediccion_tu_modelo,articulo2
2020-09-16,prediccion_tu_modelo,articulo2
2020-09-17,prediccion_tu_modelo,articulo2
2020-09-18,prediccion_tu_modelo,articulo2
2020-09-19,prediccion_tu_modelo,articulo2
2020-09-20,prediccion_tu_modelo,articulo2
2020-09-21,prediccion_tu_modelo,articulo2
2020-09-22,prediccion_tu_modelo,articulo2
2020-09-23,prediccion_tu_modelo,articulo2
2020-09-24,prediccion_tu_modelo,articulo2
2020-09-25,prediccion_tu_modelo,articulo2
2020-09-26,prediccion_tu_modelo,articulo2
2020-09-27,prediccion_tu_modelo,articulo2
2020-09-28,prediccion_tu_modelo,articulo2
2020-09-29,prediccion_tu_modelo,articulo2
2020-09-30,prediccion_tu_modelo,articulo2
2020-10-01,prediccion_tu_modelo,articulo2
2020-10-02,prediccion_tu_modelo,articulo2
2020-10-03,prediccion_tu_modelo,articulo2
2020-10-04,prediccion_tu_modelo,articulo2
2020-10-05,prediccion_tu_modelo,articulo2
2020-10-06,prediccion_tu_modelo,articulo2
2020-10-07,prediccion_tu_modelo,articulo2
2020-10-08,prediccion_tu_modelo,articulo2
2020-10-09,prediccion_tu_modelo,articulo2
2020-10-10,prediccion_tu_modelo,articulo2
2020-10-11,prediccion_tu_modelo,articulo2
2020-10-12,prediccion_tu_modelo,articulo2
2020-10-13,prediccion_tu_modelo,articulo2
2020-10-14,prediccion_tu_modelo,articulo2
2020-10-15,prediccion_tu_modelo,articulo2
2020-10-16,prediccion_tu_modelo,articulo2
2020-10-17,prediccion_tu_modelo,articulo2
2020-10-18,prediccion_tu_modelo,articulo2
2020-10-19,prediccion_tu_modelo,articulo2
2020-10-20,prediccion_tu_modelo,articulo2
2020-10-21,prediccion_tu_modelo,articulo2
2020-10-22,prediccion_tu_modelo,articulo2
2020-10-23,prediccion_tu_modelo,articulo2
2020-10-24,prediccion_tu_modelo,articulo2
2020-10-25,prediccion_tu_modelo,articulo2
2020-10-26,prediccion_tu_modelo,articulo2
2020-10-27,prediccion_tu_modelo,articulo2
2020-10-28,prediccion_tu_modelo,articulo2
2020-10-29,prediccion_tu_modelo,articulo2
2020-10-30,prediccion_tu_modelo,articulo2
2020-10-31,prediccion_tu_modelo,articulo2
2020-11-01,prediccion_tu_modelo,articulo2
2020-11-02,prediccion_tu_modelo,articulo2
2020-11-03,prediccion_tu_modelo,articulo2
2020-11-04,prediccion_tu_modelo,articulo2
2020-11-05,prediccion_tu_modelo,articulo2
2020-11-06,prediccion_tu_modelo,articulo2
2020-11-07,prediccion_tu_modelo,articulo2
2020-11-08,prediccion_tu_modelo,articulo2
2020-11-09,prediccion_tu_modelo,articulo2
2020-11-10,prediccion_tu_modelo,articulo2
2020-11-11,prediccion_tu_modelo,articulo2
2020-11-12,prediccion_tu_modelo,articulo2
2020-11-13,prediccion_tu_modelo,articulo2
2020-11-14,prediccion_tu_modelo,articulo2
2020-11-15,prediccion_tu_modelo,articulo2
2020-11-16,prediccion_tu_modelo,articulo2
2020-11-17,prediccion_tu_modelo,articulo2
2020-11-18,prediccion_tu_modelo,articulo2
2020-11-19,prediccion_tu_modelo,articulo2
2020-11-20,prediccion_tu_modelo,articulo2
2020-11-21,prediccion_tu_modelo,articulo2
2020-11-22,prediccion_tu_modelo,articulo2
2020-11-23,prediccion_tu_modelo,articulo2
2020-11-24,prediccion_tu_modelo,articulo2
2020-11-25,prediccion_tu_modelo,articulo2
2020-11-26,prediccion_tu_modelo,articulo2
2020-11-27,prediccion_tu_modelo,articulo2
2020-11-28,prediccion_tu_modelo,articulo2
2020-11-29,prediccion_tu_modelo,articulo2
2020-11-30,prediccion_tu_modelo,articulo2
2020-12-01,prediccion_tu_modelo,articulo2
2020-12-02,prediccion_tu_modelo,articulo2
2020-12-03,prediccion_tu_modelo,articulo2
2020-12-04,prediccion_tu_modelo,articulo2
2020-12-05,prediccion_tu_modelo,articulo2
2020-12-06,prediccion_tu_modelo,articulo2
2020-12-07,prediccion_tu_modelo,articulo2
2020-12-08,prediccion_tu_modelo,articulo2
2020-12-09,prediccion_tu_modelo,articulo2
2020-12-10,prediccion_tu_modelo,articulo2
2020-12-11,prediccion_tu_modelo,articulo2
2020-12-12,prediccion_tu_modelo,articulo2
2020-12-13,prediccion_tu_modelo,articulo2
2020-12-14,prediccion_tu_modelo,articulo2
2020-12-15,prediccion_tu_modelo,articulo2
2020-12-16,prediccion_tu_modelo,articulo2
2020-12-17,prediccion_tu_modelo,articulo2
2020-12-18,prediccion_tu_modelo,articulo2
2020-12-19,prediccion_tu_modelo,articulo2
2020-12-20,prediccion_tu_modelo,articulo2
2020-12-21,prediccion_tu_modelo,articulo2
2020-12-22,prediccion_tu_modelo,articulo2
2020-12-23,prediccion_tu_modelo,articulo2
2020-12-24,prediccion_tu_modelo,articulo2
2020-12-25,prediccion_tu_modelo,articulo2
2020-12-26,prediccion_tu_modelo,articulo2
2020-12-27,prediccion_tu_modelo,articulo2
2020-12-28,prediccion_tu_modelo,articulo2
2020-12-29,prediccion_tu_modelo,articulo2
2020-12-30,prediccion_tu_modelo,articulo2
2020-12-31,prediccion_tu_modelo,articulo2
2021-01-01,prediccion_tu_modelo,articulo2
2021-01-02,prediccion_tu_modelo,articulo2
2021-01-03,prediccion_tu_modelo,articulo2
2021-01-04,prediccion_tu_modelo,articulo2
2021-01-05,prediccion_tu_modelo,articulo2
2021-01-06,prediccion_tu_modelo,articulo2
2021-01-07,prediccion_tu_modelo,articulo2
2021-01-08,prediccion_tu_modelo,articulo2
2021-01-09,prediccion_tu_modelo,articulo2
2021-01-10,prediccion_tu_modelo,articulo2
2021-01-11,prediccion_tu_modelo,articulo2
2021-01-12,prediccion_tu_modelo,articulo2
2021-01-13,prediccion_tu_modelo,articulo2
2021-01-14,prediccion_tu_modelo,articulo2
2021-01-15,prediccion_tu_modelo,articulo2
2021-01-16,prediccion_tu_modelo,articulo2
2021-01-17,prediccion_tu_modelo,articulo2
2021-01-18,prediccion_tu_modelo,articulo2
2021-01-19,prediccion_tu_modelo,articulo2
2021-01-20,prediccion_tu_modelo,articulo2
2021-01-21,prediccion_tu_modelo,articulo2
2021-01-22,prediccion_tu_modelo,articulo2
2021-01-23,prediccion_tu_modelo,articulo2
2021-01-24,prediccion_tu_modelo,articulo2
2021-01-25,prediccion_tu_modelo,articulo2
2021-01-26,prediccion_tu_modelo,articulo2
2021-01-27,prediccion_tu_modelo,articulo2
2021-01-28,prediccion_tu_modelo,articulo2
2021-01-29,prediccion_tu_modelo,articulo2
2021-01-30,prediccion_tu_modelo,articulo2
2021-01-31,prediccion_tu_modelo,articulo2
2021-02-01,prediccion_tu_modelo,articulo2
2021-02-02,prediccion_tu_modelo,articulo2
2021-02-03,prediccion_tu_modelo,articulo2
2021-02-04,prediccion_tu_modelo,articulo2
2021-02-05,prediccion_tu_modelo,articulo2
2021-02-06,prediccion_tu_modelo,articulo2
2021-02-07,prediccion_tu_modelo,articulo2
2021-02-08,prediccion_tu_modelo,articulo2
2021-02-09,prediccion_tu_modelo,articulo2
2021-02-10,prediccion_tu_modelo,articulo2
2021-02-11,prediccion_tu_modelo,articulo2
2021-02-12,prediccion_tu_modelo,articulo2
2021-02-13,prediccion_tu_modelo,articulo2
2021-02-14,prediccion_tu_modelo,articulo2
2021-02-15,prediccion_tu_modelo,articulo2
2021-02-16,prediccion_tu_modelo,articulo2
2021-02-17,prediccion_tu_modelo,articulo2
2021-02-18,prediccion_tu_modelo,articulo2
2021-02-19,prediccion_tu_modelo,articulo2
2021-02-20,prediccion_tu_modelo,articulo2
2021-02-21,prediccion_tu_modelo,articulo2
2021-02-22,prediccion_tu_modelo,articulo2
2021-02-23,prediccion_tu_modelo,articulo2
2021-02-24,prediccion_tu_modelo,articulo2
2021-02-25,prediccion_tu_modelo,articulo2
2021-02-26,prediccion_tu_modelo,articulo2
2021-02-27,prediccion_tu_modelo,articulo2
