trayecto,%utilizacion,kms_trayecto,tiempo_ciclo
POINT-3505-999 / STD-DON-ML,0.09993913696268987,21.23520000000001,80.64000000000001
POINT-3505-999 / STD-DON-AL,0.2091805250856405,16.87088888888889,64.06666666666668
POINT-3520-350 / PRIMARY-PLANT,0.1759451158487993,22.36797222222222,84.94166666666666
POINT-3520-350 / STD-DON-AL,0.1623229273402854,19.43619444444445,73.80833333333334
POINT-3520-456 / BOT-INF5-RAMPA-3520 LIX,0.1398318582530119,118.8540516666667,451.3445
POINT-3520-456 / BOT-PLANTA ARIDOS ICV,0.170869973740608,7.412833333333333,28.15
POINT-3520-461 / PRIMARY-PLANT,0.2287306804809297,15.60688888888889,59.26666666666667
POINT-3520-461 / PRIMARY-PLANT-DOS,0.1120251613100717,30.33238562091504,115.1862745098039
POINT-3520-461 / STD-DON-ML,0.2331513832837273,22.23111868686869,84.4219696969697
POINT-3520-464 / BOT-3505-LIX,0.1506131733967558,44.70555982905984,169.7679487179487
POINT-3520-464 / PRIMARY-PLANT,0.1618722610549396,89.42580555555556,339.5916666666666
POINT-3520-464 / PRIMARY-PLANT-DOS,0.2364969042797082,24.77170164609054,94.06975308641977
POINT-3520-464 / STD-DON-ML,0.1485747507972806,19.99358333333333,75.925
POINT-3520-488 / BOT-3505-LIX,0.163061150520526,23.90138599537038,90.76475694444447
POINT-3520-488 / BOT-PLANTA ARIDOS ICV,0.09996770144590301,12.96477777777778,49.23333333333333
POINT-3520-488 / PRIMARY-PLANT,0.1341741685546737,23.858,90.60000000000001
POINT-3520-488 / PRIMARY-PLANT-DOS,0.1440770246642196,35.05821037037038,133.1324444444444
POINT-3520-488 / STD-DON-ML,0.100135153257797,21.09007407407408,80.08888888888889
POINT-3520-488 / STD-DON-AL,0.09992336170842327,46.19541880341881,175.4256410256411
POINT-3520-489 / BOT-3505-LIX,0.1960923611689353,15.71630490956072,59.68217054263564
POINT-3520-489 / BOT-INF5-RAMPA-3520 LIX,0.2062305726054934,10.35059595959596,39.3060606060606
POINT-3520-489 / PRIMARY-PLANT-DOS,0.099777603862009,2.791333333333333,10.6
POINT-3520-492 / PRIMARY-PLANT-DOS,0.09995863620431668,16.33617592592592,62.03611111111109
POINT-3520-492 / STD-ALTO-ARSENICO,0.1877788735230593,14.32031746031746,54.38095238095239
POINT-3520-492 / STD-DON-AL,0.2113350312816918,25.88580194513438,98.30051371570016
POINT-3520-493 / BOT-3505-LIX,0.09975047400048584,8.534925925925926,32.4111111111111
POINT-3520-493 / PRIMARY-PLANT,0.10899150376945,26.74719683590877,101.5716335540839
POINT-3520-493 / PRIMARY-PLANT-DOS,0.2116251002011688,25.97274902190924,98.63069248826294
POINT-3520-493 / STD-DON-AL,0.2650961879765164,28.66877083333333,108.86875
POINT-3520-493 / STD-DON-AL46,0.1999059971574762,29.33787426900585,111.409649122807
POINT-3520-506 / BOT-3505-LIX,0.09992396881732823,29.01864836223506,110.1973988439306
POINT-3520-506 / BOT-PLANTA ARIDOS ICV,0.2211621505198288,29.70356971677561,112.7983660130719
POINT-3520-506 / BOT-RAMPA3535/LIX,0.1311267800922669,12.38983333333333,47.05
POINT-3520-506 / PRIMARY-PLANT,0.1147338370510172,26.67230496453901,101.2872340425532
POINT-3520-506 / PRIMARY-PLANT-DOS,0.1607841532944527,29.76876498538011,113.0459429824561
POINT-3520-506 / STD-DON-ML,0.09998623553463516,24.41199747474747,92.70378787878786
POINT-3520-506 / STD-DON-AL,0.09993872831109694,28.99738888888889,110.1166666666667
POINT-3520-507 / BOT-3505-LIX,0.09994719014766128,29.17166860465116,110.778488372093
POINT-3520-507 / BOT-INF5-RAMPA-3520 LIX,0.2145761367270946,6.320675213675214,24.0025641025641
POINT-3520-507 / BOT-NIEVE INF5-NORTE,0.150886460768569,3.410166666666667,12.95
POINT-3520-507 / BOT-PLANTA ARIDOS ICV,0.1054742332773911,20.59166919191919,78.19621212121213
POINT-3520-507 / PRIMARY-PLANT,0.1364836841219874,19.64289500509683,74.59327217125379
POINT-3520-507 / PRIMARY-PLANT-DOS,0.13052814154426,25.99104987373737,98.7001893939394
POINT-3520-507 / STD-DON-ML,0.1001860763885697,20.07396929824561,76.23026315789474
POINT-3520-507 / STD-DON-AL,0.1002287268095525,15.88777777777778,60.33333333333334
POINT-3520-991 / BOT-3505-LIX,0.1124835171618295,14.95409941520468,56.78771929824561
POINT-3520-991 / BOT-NIEVE3535/N,0.1001659304036603,9.134253086419754,34.68703703703704
POINT-3520-991 / BOT-PLANTA ARIDOS ICV,0.1001608858804891,4.766333333333334,18.1
POINT-3520-993 / PRIMARY-PLANT,0.1118950715448728,22.48369259259259,85.38111111111111
POINT-3520-993 / PRIMARY-PLANT-DOS,0.2265316399471923,22.07812762762763,83.84099099099099
POINT-3520-993 / STD-DON-ML,0.1664637007268047,14.06638888888889,53.41666666666666
POINT-3520-993 / STD-DON-AL,0.1876652780759619,31.75361111111112,120.5833333333333
POINT-3520-994 / BOT-3505-LIX,0.1828002184757483,18.24619598765431,69.28935185185183
POINT-3520-994 / BOT-INF5-RAMPA-3520 LIX,0.1203177698877402,5.73099116161616,21.76325757575757
POINT-3520-994 / BOT-PLANTA ARIDOS ICV,0.1558137494649375,25.07723333333333,95.22999999999999
POINT-3520-996 / BOT-3505-LIX,0.1328215479524975,16.36836111111111,62.15833333333334
NDO-MAS MIL 03 / BOT-NIEVE3535/N,0.1038378876905513,11.58227777777778,43.98333333333333
NIEVE-MORRENA / BOT-NIEVE INF5-NORTE,0.1320356149011811,20.14990522875817,76.51862745098039
NIEVE-MORRENA / BOT-NIEVE3535/N,0.1615618836100969,11.75325634920635,44.63261904761904
ANGAR-3600-NIEVE / BOT-NIEVE 3600,0.1037869084696636,11.58447222222222,43.99166666666667
ANGAR-3600-NIEVE / BOT-NIEVE INF5-NORTE,0.1000426440675094,6.412166666666666,24.35
ANGAR-3600-NIEVE / BOT-NIEVE3535/N,0.1483711087417934,11.3827890625,43.22578125
ANGAR-CHOQ-SFCO-AL / PRIMARY-PLANT,0.1376327313909313,26.33539062500002,100.0078125000001
ANGAR-CHOQ-SFCO-AL / PRIMARY-PLANT-DOS,0.1483608197240162,30.07576885319058,114.2117804551541
ANGAR-CHOQ-SFCO-AL / STD-DON-ML,0.2111428568513296,11.14777777777778,42.33333333333334
ANGAR-CHOQ-SFCO-AL / STD-3580-MLEY,0.1479186937303317,52.11805555555556,197.9166666666667
ANGAR-CHOQ-SFCO-AL / STD-DON-AL,0.1344492710811827,90.54541111111112,343.8433333333334
ANGAR-DON-AL48 / PRIMARY-PLANT,0.09992483051151538,19.84942729766804,75.37757201646089
ANGAR-DON-AL48 / PRIMARY-PLANT-DOS,0.09993093418488032,39.37518721461189,149.5260273972603
ANGAR-DON-AL48 / STD-DON-AL,0.1714328986329831,9.291277777777777,35.28333333333333
ANGAR-DON-AL49 / PRIMARY-PLANT,0.1766204626741689,13.163375,49.9875
ANGAR-DON-AL49 / PRIMARY-PLANT-DOS,0.170895496459943,4.441555555555555,16.86666666666667
ANGAR-DON-ML03 / PRIMARY-PLANT,0.171387306414346,42.58577614379085,161.7181372549019
ANGAR-DON-ML03 / PRIMARY-PLANT-DOS,0.09989371907354691,45.3895962962963,172.3655555555555
ANGAR-DON-ML03 / STD-DON-AL,0.163576049536403,7.022222222222223,26.66666666666667
ANGAR-DON-NIEVE / BOT-NIEVE3535/N,0.148796009590391,47.95056172839507,182.0907407407408
ANGAR-NIEVE-BGAR / BOT-NIEVE3535/N,0.1785287032378103,20.02062796934865,76.02770114942525
ANGAR-NIEVE-BGAR / ANGAR-3600-NIEVE,0.1063986162648932,10.04177777777778,38.13333333333333
ANGAR-NIEVE-BGAR / ANGAR-NIEVE-BGAR,0.2137828607761446,8.638430555555555,32.80416666666667
ANGAR-AZ2 / BOT INF05 CURVA 1,0.2060645801584028,18.40939393939394,69.9090909090909
ANGAR-AZ2 / BOT-GRAVA-CAMINOS,0.09992149935810495,11.57788888888889,43.96666666666667
ANGAR-AZ2 / BOT-INF5-RAMPA-3520 LIX,0.1282398134898082,17.1668253968254,65.19047619047619
ANGAR-AZ2 / BOT-RAMPA3535/LIX,0.1350408905598376,17.97876984126984,68.27380952380953
ANGAR-AZ2 / ANGAR-AZ2,0.1689316237480712,13.746,52.2
STC3600/3595 / BOT-3505-LIX,0.2209243631854802,39.10938888888889,148.5166666666667
STC3600/3595 / BOT-PLANTA ARIDOS ICV,0.09994812375057317,21.32122222222222,80.96666666666667
STC3600/3595 / PRIMARY-PLANT,0.2059078575128367,36.45724928036846,138.4452504317789
STC3600/3595 / PRIMARY-PLANT-DOS,0.1803176796953043,30.07883610122579,114.223428232503
STC3600/3595 / STD-DON-ML,0.103028901299962,34.95018518518518,132.7222222222222
STC3600/3595 / STD-DON-AL,0.1000629386938378,41.30602777777779,156.8583333333333
STC3600/3610M4 / PRIMARY-PLANT,0.1755373535037198,29.36989583333333,111.53125
STC3600/3610M4 / PRIMARY-PLANT-DOS,0.1197855794923647,14.70102222222223,55.82666666666668
STCSFCO-3580 / PRIMARY-PLANT,0.1061314080221577,31.93933040935672,121.288596491228
STCSFCO-3580 / PRIMARY-PLANT-DOS,0.1108801326256491,26.67331801801801,101.2910810810811
STCSFCO-3580 / STD-DON-AL,0.268364771254009,30.99433333333333,117.7
